Instant,Hour,Normalised,Holiday_0,Holiday_1,Holiday_2,Holiday_3,Holiday_4
156,11,100,1,0,0,0,0
157,12,100,1,0,0,0,0
158,13,100,1,0,0,0,0
159,14,100,1,0,0,0,0
160,15,100,1,0,0,0,0
161,16,86,1,0,0,0,0
162,17,89,1,0,0,0,0
163,18,91,1,0,0,0,0
164,19,77,1,0,0,0,0
165,20,39,1,0,0,0,0
166,21,25,1,0,0,0,0
167,22,16,1,0,0,0,0
168,23,1,1,0,0,0,0
169,0,1,1,0,0,0,0
170,1,1,1,0,0,0,0
171,2,1,1,0,0,0,0
172,3,1,1,0,0,0,0
173,4,1,1,0,0,0,0
174,5,1,1,0,0,0,0
175,6,12,1,0,0,0,0
176,7,16,1,0,0,0,0
177,8,44,1,0,0,0,0
178,9,72,1,0,0,0,0
179,10,89,1,0,0,0,0
180,11,100,1,0,0,0,0
181,12,100,1,0,0,0,0
182,13,100,1,0,0,0,0
183,14,100,1,0,0,0,0
184,15,100,1,0,0,0,0
185,16,96,1,0,0,0,0
186,17,91,1,0,0,0,0
187,18,81,1,0,0,0,0
188,19,72,1,0,0,0,0
189,20,53,1,0,0,0,0
190,21,35,1,0,0,0,0
191,22,17,1,0,0,0,0
192,23,1,1,0,0,0,0
193,0,1,1,0,0,0,0
194,1,1,1,0,0,0,0
195,2,1,1,0,0,0,0
196,3,1,1,0,0,0,0
197,4,1,1,0,0,0,0
198,5,1,1,0,0,0,0
199,6,17,1,0,0,0,0
200,7,44,1,0,0,0,0
201,8,72,1,0,0,0,0
202,9,77,1,0,0,0,0
203,10,91,1,0,0,0,0
204,11,100,1,0,0,0,0
205,12,100,1,0,0,0,0
206,13,100,1,0,0,0,0
207,14,100,1,0,0,0,0
208,15,97,1,0,0,0,0
209,16,96,1,0,0,0,0
210,17,89,1,0,0,0,0
211,18,78,1,0,0,0,0
212,19,58,1,0,0,0,0
213,20,36,1,0,0,0,0
214,21,13,1,0,0,0,0
215,22,2,1,0,0,0,0
216,23,2,1,0,0,0,0
217,0,2,1,0,0,0,0
218,1,2,1,0,0,0,0
219,2,2,1,0,0,0,0
220,3,2,1,0,0,0,0
221,4,2,1,0,0,0,0
222,5,2,1,0,0,0,0
223,6,25,1,0,0,0,0
224,7,35,1,0,0,0,0
225,8,68,1,0,0,0,0
226,9,81,1,0,0,0,0
227,10,100,1,0,0,0,0
228,11,100,1,0,0,0,0
229,12,96,1,0,0,0,0
230,13,95,1,0,0,0,0
231,14,95,1,0,0,0,0
232,15,94,1,0,0,0,0
233,16,91,1,0,0,0,0
234,17,81,1,0,0,0,0
235,18,77,1,0,0,0,0
236,19,67,1,0,0,0,0
237,20,44,1,0,0,0,0
238,21,30,1,0,0,0,0
239,22,2,1,0,0,0,0
240,23,2,1,0,0,0,0
241,0,2,0,1,0,0,0
242,1,2,0,1,0,0,0
243,2,2,0,1,0,0,0
244,3,2,0,1,0,0,0
245,4,2,0,1,0,0,0
246,5,2,0,1,0,0,0
247,6,7,0,1,0,0,0
248,7,25,0,1,0,0,0
249,8,35,0,1,0,0,0
250,9,44,0,1,0,0,0
251,10,44,0,1,0,0,0
252,11,44,0,1,0,0,0
253,12,39,0,1,0,0,0
254,13,39,0,1,0,0,0
255,14,39,0,1,0,0,0
256,15,35,0,1,0,0,0
257,16,30,0,1,0,0,0
258,17,25,0,1,0,0,0
259,18,21,0,1,0,0,0
260,19,16,0,1,0,0,0
261,20,8,0,1,0,0,0
262,21,1,0,1,0,0,0
263,22,1,0,1,0,0,0
264,23,1,0,1,0,0,0
265,0,1,0,1,0,0,0
266,1,1,0,1,0,0,0
267,2,1,0,1,0,0,0
268,3,1,0,1,0,0,0
269,4,1,0,1,0,0,0
270,5,1,0,1,0,0,0
271,6,4,0,1,0,0,0
272,7,16,0,1,0,0,0
273,8,25,0,1,0,0,0
274,9,35,0,1,0,0,0
275,10,39,0,1,0,0,0
276,11,39,0,1,0,0,0
277,12,39,0,1,0,0,0
278,13,30,0,1,0,0,0
279,14,25,0,1,0,0,0
280,15,25,0,1,0,0,0
281,16,25,0,1,0,0,0
282,17,21,0,1,0,0,0
283,18,16,0,1,0,0,0
284,19,3,0,1,0,0,0
285,20,3,0,1,0,0,0
286,21,3,0,1,0,0,0
287,22,3,0,1,0,0,0
288,23,3,0,1,0,0,0
289,0,3,1,0,0,0,0
290,1,3,1,0,0,0,0
291,2,3,1,0,0,0,0
292,3,3,1,0,0,0,0
293,4,3,1,0,0,0,0
294,5,3,1,0,0,0,0
295,6,25,1,0,0,0,0
296,7,35,1,0,0,0,0
297,8,63,1,0,0,0,0
298,9,91,1,0,0,0,0
299,10,100,1,0,0,0,0
300,11,100,1,0,0,0,0
301,12,100,1,0,0,0,0
302,13,97,1,0,0,0,0
303,14,96,1,0,0,0,0
304,15,95,1,0,0,0,0
305,16,95,1,0,0,0,0
306,17,91,1,0,0,0,0
307,18,81,1,0,0,0,0
308,19,58,1,0,0,0,0
309,20,53,1,0,0,0,0
310,21,35,1,0,0,0,0
311,22,16,1,0,0,0,0
312,23,1,1,0,0,0,0
313,0,1,1,0,0,0,0
314,1,1,1,0,0,0,0
315,2,1,1,0,0,0,0
316,3,1,1,0,0,0,0
317,4,1,1,0,0,0,0
318,5,1,1,0,0,0,0
319,6,16,1,0,0,0,0
320,7,31,1,0,0,0,0
321,8,72,1,0,0,0,0
322,9,81,1,0,0,0,0
323,10,100,1,0,0,0,0
324,11,100,1,0,0,0,0
325,12,100,1,0,0,0,0
326,13,100,1,0,0,0,0
327,14,100,1,0,0,0,0
328,15,98,1,0,0,0,0
329,16,96,1,0,0,0,0
330,17,72,1,0,0,0,0
331,18,17,1,0,0,0,0
332,19,11,1,0,0,0,0
333,20,8,1,0,0,0,0
334,21,2,1,0,0,0,0
335,22,2,1,0,0,0,0
336,23,2,1,0,0,0,0
337,0,2,1,0,0,0,0
338,1,2,1,0,0,0,0
339,2,2,1,0,0,0,0
340,3,2,1,0,0,0,0
341,4,2,1,0,0,0,0
342,5,2,1,0,0,0,0
343,6,25,1,0,0,0,0
344,7,44,1,0,0,0,0
345,8,72,1,0,0,0,0
346,9,81,1,0,0,0,0
347,10,100,1,0,0,0,0
348,11,100,1,0,0,0,0
349,12,100,1,0,0,0,0
350,13,100,1,0,0,0,0
351,14,98,1,0,0,0,0
352,15,97,1,0,0,0,0
353,16,95,1,0,0,0,0
354,17,81,1,0,0,0,0
355,18,67,1,0,0,0,0
356,19,39,1,0,0,0,0
357,20,35,1,0,0,0,0
358,21,12,1,0,0,0,0
359,22,1,1,0,0,0,0
360,23,1,1,0,0,0,0
361,0,1,1,0,0,0,0
362,1,1,1,0,0,0,0
363,2,1,1,0,0,0,0
364,3,1,1,0,0,0,0
365,4,1,1,0,0,0,0
366,5,1,1,0,0,0,0
367,6,16,1,0,0,0,0
368,7,25,1,0,0,0,0
369,8,81,1,0,0,0,0
370,9,83,1,0,0,0,0
371,10,100,1,0,0,0,0
372,11,100,1,0,0,0,0
373,12,100,1,0,0,0,0
374,13,100,1,0,0,0,0
375,14,100,1,0,0,0,0
376,15,97,1,0,0,0,0
377,16,94,1,0,0,0,0
378,17,91,1,0,0,0,0
379,18,76,1,0,0,0,0
380,19,63,1,0,0,0,0
381,20,44,1,0,0,0,0
382,21,14,1,0,0,0,0
383,22,3,1,0,0,0,0
384,23,3,1,0,0,0,0
385,0,3,1,0,0,0,0
386,1,3,1,0,0,0,0
387,2,3,1,0,0,0,0
388,3,3,1,0,0,0,0
389,4,3,1,0,0,0,0
390,5,3,1,0,0,0,0
391,6,25,1,0,0,0,0
392,7,44,1,0,0,0,0
393,8,72,1,0,0,0,0
394,9,91,1,0,0,0,0
395,10,93,1,0,0,0,0
396,11,100,1,0,0,0,0
397,12,100,1,0,0,0,0
398,13,100,1,0,0,0,0
399,14,100,1,0,0,0,0
400,15,100,1,0,0,0,0
401,16,96,1,0,0,0,0
402,17,91,1,0,0,0,0
403,18,72,1,0,0,0,0
404,19,44,1,0,0,0,0
405,20,31,1,0,0,0,0
406,21,16,1,0,0,0,0
407,22,2,1,0,0,0,0
408,23,2,1,0,0,0,0
409,0,2,0,1,0,0,0
410,1,2,0,1,0,0,0
411,2,2,0,1,0,0,0
412,3,2,0,1,0,0,0
413,4,2,0,1,0,0,0
414,5,2,0,1,0,0,0
415,6,11,0,1,0,0,0
416,7,16,0,1,0,0,0
417,8,35,0,1,0,0,0
418,9,44,0,1,0,0,0
419,10,44,0,1,0,0,0
420,11,44,0,1,0,0,0
421,12,44,0,1,0,0,0
422,13,44,0,1,0,0,0
423,14,44,0,1,0,0,0
424,15,44,0,1,0,0,0
425,16,30,0,1,0,0,0
426,17,25,0,1,0,0,0
427,18,16,0,1,0,0,0
428,19,3,0,1,0,0,0
429,20,1,0,1,0,0,0
430,21,1,0,1,0,0,0
431,22,1,0,1,0,0,0
432,23,1,0,1,0,0,0
433,0,1,0,1,0,0,0
434,1,1,0,1,0,0,0
435,2,1,0,1,0,0,0
436,3,1,0,1,0,0,0
437,4,1,0,1,0,0,0
438,5,1,0,1,0,0,0
439,6,4,0,1,0,0,0
440,7,16,0,1,0,0,0
441,8,25,0,1,0,0,0
442,9,35,0,1,0,0,0
443,10,39,0,1,0,0,0
444,11,39,0,1,0,0,0
445,12,39,0,1,0,0,0
446,13,30,0,1,0,0,0
447,14,25,0,1,0,0,0
448,15,25,0,1,0,0,0
449,16,25,0,1,0,0,0
450,17,21,0,1,0,0,0
451,18,16,0,1,0,0,0
452,19,3,0,1,0,0,0
453,20,3,0,1,0,0,0
454,21,3,0,1,0,0,0
455,22,3,0,1,0,0,0
456,23,3,0,1,0,0,0
457,0,3,1,0,0,0,0
458,1,3,1,0,0,0,0
459,2,3,1,0,0,0,0
460,3,3,1,0,0,0,0
461,4,3,1,0,0,0,0
462,5,3,1,0,0,0,0
463,6,16,1,0,0,0,0
464,7,25,1,0,0,0,0
465,8,91,1,0,0,0,0
466,9,92,1,0,0,0,0
467,10,100,1,0,0,0,0
468,11,100,1,0,0,0,0
469,12,100,1,0,0,0,0
470,13,100,1,0,0,0,0
471,14,100,1,0,0,0,0
472,15,100,1,0,0,0,0
473,16,95,1,0,0,0,0
474,17,91,1,0,0,0,0
475,18,81,1,0,0,0,0
476,19,63,1,0,0,0,0
477,20,25,1,0,0,0,0
478,21,12,1,0,0,0,0
479,22,1,1,0,0,0,0
480,23,1,1,0,0,0,0
481,0,1,1,0,0,0,0
482,1,1,1,0,0,0,0
483,2,1,1,0,0,0,0
484,3,1,1,0,0,0,0
485,4,1,1,0,0,0,0
486,5,1,1,0,0,0,0
487,6,16,1,0,0,0,0
488,7,25,1,0,0,0,0
489,8,81,1,0,0,0,0
490,9,83,1,0,0,0,0
491,10,100,1,0,0,0,0
492,11,100,1,0,0,0,0
493,12,100,1,0,0,0,0
494,13,100,1,0,0,0,0
495,14,100,1,0,0,0,0
496,15,97,1,0,0,0,0
497,16,94,1,0,0,0,0
498,17,91,1,0,0,0,0
499,18,76,1,0,0,0,0
500,19,63,1,0,0,0,0
501,20,44,1,0,0,0,0
502,21,14,1,0,0,0,0
503,22,3,1,0,0,0,0
504,23,3,1,0,0,0,0
505,0,3,1,0,0,0,0
506,1,3,1,0,0,0,0
507,2,3,1,0,0,0,0
508,3,3,1,0,0,0,0
509,4,3,1,0,0,0,0
510,5,3,1,0,0,0,0
511,6,25,1,0,0,0,0
512,7,44,1,0,0,0,0
513,8,72,1,0,0,0,0
514,9,91,1,0,0,0,0
515,10,93,1,0,0,0,0
516,11,100,1,0,0,0,0
517,12,100,1,0,0,0,0
518,13,100,1,0,0,0,0
519,14,100,1,0,0,0,0
520,15,100,1,0,0,0,0
521,16,96,1,0,0,0,0
522,17,91,1,0,0,0,0
523,18,72,1,0,0,0,0
524,19,44,1,0,0,0,0
525,20,31,1,0,0,0,0
526,21,16,1,0,0,0,0
527,22,2,1,0,0,0,0
528,23,2,1,0,0,0,0
529,0,1,1,0,0,0,0
530,1,1,1,0,0,0,0
531,2,1,1,0,0,0,0
532,3,1,1,0,0,0,0
533,4,1,1,0,0,0,0
534,5,1,1,0,0,0,0
535,6,16,1,0,0,0,0
536,7,25,1,0,0,0,0
537,8,81,1,0,0,0,0
538,9,83,1,0,0,0,0
539,10,100,1,0,0,0,0
540,11,100,1,0,0,0,0
541,12,100,1,0,0,0,0
542,13,100,1,0,0,0,0
543,14,100,1,0,0,0,0
544,15,97,1,0,0,0,0
545,16,94,1,0,0,0,0
546,17,91,1,0,0,0,0
547,18,76,1,0,0,0,0
548,19,63,1,0,0,0,0
549,20,44,1,0,0,0,0
550,21,14,1,0,0,0,0
551,22,3,1,0,0,0,0
552,23,3,1,0,0,0,0
553,0,3,1,0,0,0,0
554,1,3,1,0,0,0,0
555,2,3,1,0,0,0,0
556,3,3,1,0,0,0,0
557,4,3,1,0,0,0,0
558,5,3,1,0,0,0,0
559,6,25,1,0,0,0,0
560,7,44,1,0,0,0,0
561,8,72,1,0,0,0,0
562,9,91,1,0,0,0,0
563,10,93,1,0,0,0,0
564,11,100,1,0,0,0,0
565,12,100,1,0,0,0,0
566,13,100,1,0,0,0,0
567,14,100,1,0,0,0,0
568,15,100,1,0,0,0,0
569,16,96,1,0,0,0,0
570,17,91,1,0,0,0,0
571,18,72,1,0,0,0,0
572,19,44,1,0,0,0,0
573,20,31,1,0,0,0,0
574,21,16,1,0,0,0,0
575,22,2,1,0,0,0,0
576,23,2,1,0,0,0,0
577,0,2,0,1,0,0,0
578,1,2,0,1,0,0,0
579,2,2,0,1,0,0,0
580,3,2,0,1,0,0,0
581,4,2,0,1,0,0,0
582,5,2,0,1,0,0,0
583,6,11,0,1,0,0,0
584,7,16,0,1,0,0,0
585,8,35,0,1,0,0,0
586,9,44,0,1,0,0,0
587,10,44,0,1,0,0,0
588,11,44,0,1,0,0,0
589,12,44,0,1,0,0,0
590,13,44,0,1,0,0,0
591,14,44,0,1,0,0,0
592,15,44,0,1,0,0,0
593,16,30,0,1,0,0,0
594,17,25,0,1,0,0,0
595,18,16,0,1,0,0,0
596,19,3,0,1,0,0,0
597,20,1,0,1,0,0,0
598,21,1,0,1,0,0,0
599,22,1,0,1,0,0,0
600,23,1,0,1,0,0,0
601,0,1,0,1,0,0,0
602,1,1,0,1,0,0,0
603,2,1,0,1,0,0,0
604,3,1,0,1,0,0,0
605,4,1,0,1,0,0,0
606,5,1,0,1,0,0,0
607,6,4,0,1,0,0,0
608,7,16,0,1,0,0,0
609,8,25,0,1,0,0,0
610,9,35,0,1,0,0,0
611,10,39,0,1,0,0,0
612,11,39,0,1,0,0,0
613,12,39,0,1,0,0,0
614,13,30,0,1,0,0,0
615,14,25,0,1,0,0,0
616,15,25,0,1,0,0,0
617,16,25,0,1,0,0,0
618,17,21,0,1,0,0,0
619,18,16,0,1,0,0,0
620,19,3,0,1,0,0,0
621,20,3,0,1,0,0,0
622,21,3,0,1,0,0,0
623,22,3,0,1,0,0,0
624,23,3,0,1,0,0,0
625,0,3,1,0,0,0,0
626,1,3,1,0,0,0,0
627,2,3,1,0,0,0,0
628,3,3,1,0,0,0,0
629,4,3,1,0,0,0,0
630,5,3,1,0,0,0,0
631,6,16,1,0,0,0,0
632,7,72,1,0,0,0,0
633,8,80,1,0,0,0,0
634,9,100,1,0,0,0,0
635,10,100,1,0,0,0,0
636,11,100,1,0,0,0,0
637,12,100,1,0,0,0,0
638,13,100,1,0,0,0,0
639,14,100,1,0,0,0,0
640,15,97,1,0,0,0,0
641,16,95,1,0,0,0,0
642,17,81,1,0,0,0,0
643,18,58,1,0,0,0,0
644,19,40,1,0,0,0,0
645,20,30,1,0,0,0,0
646,21,11,1,0,0,0,0
647,22,1,1,0,0,0,0
648,23,1,1,0,0,0,0
649,0,3,1,0,0,0,0
650,1,3,1,0,0,0,0
651,2,3,1,0,0,0,0
652,3,3,1,0,0,0,0
653,4,3,1,0,0,0,0
654,5,3,1,0,0,0,0
655,6,25,1,0,0,0,0
656,7,44,1,0,0,0,0
657,8,81,1,0,0,0,0
658,9,91,1,0,0,0,0
659,10,100,1,0,0,0,0
660,11,100,1,0,0,0,0
661,12,100,1,0,0,0,0
662,13,100,1,0,0,0,0
663,14,100,1,0,0,0,0
664,15,100,1,0,0,0,0
665,16,86,1,0,0,0,0
666,17,89,1,0,0,0,0
667,18,91,1,0,0,0,0
668,19,77,1,0,0,0,0
669,20,39,1,0,0,0,0
670,21,25,1,0,0,0,0
671,22,16,1,0,0,0,0
672,23,1,1,0,0,0,0
673,0,1,1,0,0,0,0
674,1,1,1,0,0,0,0
675,2,1,1,0,0,0,0
676,3,1,1,0,0,0,0
677,4,1,1,0,0,0,0
678,5,1,1,0,0,0,0
679,6,18,1,0,0,0,0
680,7,35,1,0,0,0,0
681,8,69,1,0,0,0,0
682,9,81,1,0,0,0,0
683,10,100,1,0,0,0,0
684,11,100,1,0,0,0,0
685,12,100,1,0,0,0,0
686,13,100,1,0,0,0,0
687,14,100,1,0,0,0,0
688,15,98,1,0,0,0,0
689,16,91,1,0,0,0,0
690,17,68,1,0,0,0,0
691,18,53,1,0,0,0,0
692,19,39,1,0,0,0,0
693,20,16,1,0,0,0,0
694,21,1,1,0,0,0,0
695,22,1,1,0,0,0,0
696,23,1,1,0,0,0,0
697,0,1,1,0,0,0,0
698,1,1,1,0,0,0,0
699,2,1,1,0,0,0,0
700,3,1,1,0,0,0,0
701,4,1,1,0,0,0,0
702,5,1,1,0,0,0,0
703,6,16,1,0,0,0,0
704,7,25,1,0,0,0,0
705,8,81,1,0,0,0,0
706,9,83,1,0,0,0,0
707,10,100,1,0,0,0,0
708,11,100,1,0,0,0,0
709,12,100,1,0,0,0,0
710,13,100,1,0,0,0,0
711,14,100,1,0,0,0,0
712,15,97,1,0,0,0,0
713,16,94,1,0,0,0,0
714,17,91,1,0,0,0,0
715,18,76,1,0,0,0,0
716,19,63,1,0,0,0,0
717,20,44,1,0,0,0,0
718,21,14,1,0,0,0,0
719,22,3,1,0,0,0,0
720,23,3,1,0,0,0,0
721,0,3,1,0,0,0,0
722,1,3,1,0,0,0,0
723,2,3,1,0,0,0,0
724,3,3,1,0,0,0,0
725,4,3,1,0,0,0,0
726,5,3,1,0,0,0,0
727,6,25,1,0,0,0,0
728,7,44,1,0,0,0,0
729,8,72,1,0,0,0,0
730,9,91,1,0,0,0,0
731,10,93,1,0,0,0,0
732,11,100,1,0,0,0,0
733,12,100,1,0,0,0,0
734,13,100,1,0,0,0,0
735,14,100,1,0,0,0,0
736,15,100,1,0,0,0,0
737,16,96,1,0,0,0,0
738,17,91,1,0,0,0,0
739,18,72,1,0,0,0,0
740,19,44,1,0,0,0,0
741,20,31,1,0,0,0,0
742,21,16,1,0,0,0,0
743,22,2,1,0,0,0,0
744,23,2,1,0,0,0,0
745,0,2,0,1,0,0,0
746,1,2,0,1,0,0,0
747,2,2,0,1,0,0,0
748,3,2,0,1,0,0,0
749,4,2,0,1,0,0,0
750,5,2,0,1,0,0,0
751,6,11,0,1,0,0,0
752,7,16,0,1,0,0,0
753,8,35,0,1,0,0,0
754,9,44,0,1,0,0,0
755,10,44,0,1,0,0,0
756,11,44,0,1,0,0,0
757,12,44,0,1,0,0,0
758,13,44,0,1,0,0,0
759,14,44,0,1,0,0,0
760,15,44,0,1,0,0,0
761,16,30,0,1,0,0,0
762,17,25,0,1,0,0,0
763,18,16,0,1,0,0,0
764,19,3,0,1,0,0,0
765,20,1,0,1,0,0,0
766,21,1,0,1,0,0,0
767,22,1,0,1,0,0,0
768,23,1,0,1,0,0,0
769,0,1,0,1,0,0,0
770,1,1,0,1,0,0,0
771,2,1,0,1,0,0,0
772,3,1,0,1,0,0,0
773,4,1,0,1,0,0,0
774,5,1,0,1,0,0,0
775,6,4,0,1,0,0,0
776,7,16,0,1,0,0,0
777,8,25,0,1,0,0,0
778,9,35,0,1,0,0,0
779,10,39,0,1,0,0,0
780,11,39,0,1,0,0,0
781,12,39,0,1,0,0,0
782,13,30,0,1,0,0,0
783,14,25,0,1,0,0,0
784,15,25,0,1,0,0,0
785,16,25,0,1,0,0,0
786,17,21,0,1,0,0,0
787,18,16,0,1,0,0,0
788,19,1,0,1,0,0,0
789,20,1,0,1,0,0,0
790,21,1,0,1,0,0,0
791,22,1,0,1,0,0,0
792,23,1,0,1,0,0,0
793,0,1,1,0,0,0,0
794,1,1,1,0,0,0,0
795,2,1,1,0,0,0,0
796,3,1,1,0,0,0,0
797,4,1,1,0,0,0,0
798,5,1,1,0,0,0,0
799,6,16,1,0,0,0,0
800,7,35,1,0,0,0,0
801,8,72,1,0,0,0,0
802,9,91,1,0,0,0,0
803,10,100,1,0,0,0,0
804,11,100,1,0,0,0,0
805,12,100,1,0,0,0,0
806,13,100,1,0,0,0,0
807,14,100,1,0,0,0,0
808,15,95,1,0,0,0,0
809,16,95,1,0,0,0,0
810,17,91,1,0,0,0,0
811,18,81,1,0,0,0,0
812,19,58,1,0,0,0,0
813,20,53,1,0,0,0,0
814,21,35,1,0,0,0,0
815,22,16,1,0,0,0,0
816,23,1,1,0,0,0,0
817,0,1,1,0,0,0,0
818,1,1,1,0,0,0,0
819,2,1,1,0,0,0,0
820,3,1,1,0,0,0,0
821,4,1,1,0,0,0,0
822,5,1,1,0,0,0,0
823,6,16,1,0,0,0,0
824,7,31,1,0,0,0,0
825,8,72,1,0,0,0,0
826,9,81,1,0,0,0,0
827,10,100,1,0,0,0,0
828,11,100,1,0,0,0,0
829,12,100,1,0,0,0,0
830,13,100,1,0,0,0,0
831,14,100,1,0,0,0,0
832,15,98,1,0,0,0,0
833,16,96,1,0,0,0,0
834,17,72,1,0,0,0,0
835,18,17,1,0,0,0,0
836,19,11,1,0,0,0,0
837,20,8,1,0,0,0,0
838,21,2,1,0,0,0,0
839,22,2,1,0,0,0,0
840,23,2,1,0,0,0,0
841,0,2,1,0,0,0,0
842,1,2,1,0,0,0,0
843,2,2,1,0,0,0,0
844,3,2,1,0,0,0,0
845,4,2,1,0,0,0,0
846,5,2,1,0,0,0,0
847,6,25,1,0,0,0,0
848,7,44,1,0,0,0,0
849,8,72,1,0,0,0,0
850,9,81,1,0,0,0,0
851,10,100,1,0,0,0,0
852,11,100,1,0,0,0,0
853,12,100,1,0,0,0,0
854,13,100,1,0,0,0,0
855,14,98,1,0,0,0,0
856,15,97,1,0,0,0,0
857,16,95,1,0,0,0,0
858,17,81,1,0,0,0,0
859,18,67,1,0,0,0,0
860,19,39,1,0,0,0,0
861,20,35,1,0,0,0,0
862,21,12,1,0,0,0,0
863,22,1,1,0,0,0,0
864,23,1,1,0,0,0,0
865,0,1,1,0,0,0,0
866,1,1,1,0,0,0,0
867,2,1,1,0,0,0,0
868,3,1,1,0,0,0,0
869,4,1,1,0,0,0,0
